Gene symbol	Class	Subclass	Element type	n	freq
blaOXA-1131	BETA-LACTAM	BETA-LACTAM	AMR	24	9.656393337088597e-4
ftsI_A454V	BETA-LACTAM	CARBAPENEM	AMR	24	9.656393337088597e-4
fusA1_P618L	AMINOGLYCOSIDE	TOBRAMYCIN	AMR	24	9.656393337088597e-4
blaOXA-14	BETA-LACTAM	CEPHALOSPORIN	AMR	23	9.254043614709906e-4
blaPDC-23	BETA-LACTAM	CEPHALOSPORIN	AMR	23	9.254043614709906e-4
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	AMR	22	8.851693892331214e-4
blaPDC-117	BETA-LACTAM	CEPHALOSPORIN	AMR	22	8.851693892331214e-4
mph(F)	MACROLIDE	ERYTHROMYCIN	AMR	22	8.851693892331214e-4
qnrVC	QUINOLONE	QUINOLONE	AMR	22	8.851693892331214e-4
blaIMP-18	BETA-LACTAM	CARBAPENEM	AMR	21	8.449344169952522e-4
blaOXA-101	BETA-LACTAM	CEPHALOSPORIN	AMR	21	8.449344169952522e-4
blaOXA-677	BETA-LACTAM	BETA-LACTAM	AMR	21	8.449344169952522e-4
blaPDC-10	BETA-LACTAM	CEPHALOSPORIN	AMR	21	8.449344169952522e-4
blaPDC-68	BETA-LACTAM	CEPHALOSPORIN	AMR	21	8.449344169952522e-4
oprD_Q327STOP	BETA-LACTAM	CARBAPENEM	AMR	21	8.449344169952522e-4
oprD_Q415STOP	BETA-LACTAM	CARBAPENEM	AMR	21	8.449344169952522e-4
qnrA1	QUINOLONE	QUINOLONE	AMR	21	8.449344169952522e-4
blaOXA-1132	BETA-LACTAM	BETA-LACTAM	AMR	20	8.046994447573831e-4
blaSCO-1	BETA-LACTAM	BETA-LACTAM	AMR	20	8.046994447573831e-4
blaPDC-80	BETA-LACTAM	CEPHALOSPORIN	AMR	19	7.644644725195139e-4
blaOXA-1024	BETA-LACTAM	BETA-LACTAM	AMR	18	7.242295002816448e-4
blaOXA-17	BETA-LACTAM	CEPHALOSPORIN	AMR	18	7.242295002816448e-4
blaPDC-565	BETA-LACTAM	CEPHALOSPORIN	AMR	18	7.242295002816448e-4
blaPDC-63	BETA-LACTAM	CEPHALOSPORIN	AMR	18	7.242295002816448e-4
blaVIM	BETA-LACTAM	CARBAPENEM	AMR	18	7.242295002816448e-4
blaVIM-6	BETA-LACTAM	CARBAPENEM	AMR	18	7.242295002816448e-4
ftsI_R504L	BETA-LACTAM	CARBAPENEM	AMR	18	7.242295002816448e-4
fusA1_P554L	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	18	7.242295002816448e-4
gyrA_G81C	QUINOLONE	QUINOLONE	AMR	18	7.242295002816448e-4
tbtB	EFFLUX	EFFLUX	AMR	18	7.242295002816448e-4
tbtM	EFFLUX	EFFLUX	AMR	18	7.242295002816448e-4
blaPDC-133	BETA-LACTAM	CEPHALOSPORIN	AMR	17	6.839945280437756e-4
blaPDC-167	BETA-LACTAM	CEPHALOSPORIN	AMR	17	6.839945280437756e-4
blaPDC-301	BETA-LACTAM	CEPHALOSPORIN	AMR	17	6.839945280437756e-4
aac(3)-Ib	AMINOGLYCOSIDE	GENTAMICIN	AMR	16	6.437595558059064e-4
aac(6')-Iae	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	16	6.437595558059064e-4
amgS_R182C	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	16	6.437595558059064e-4
ampD_Q155STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	16	6.437595558059064e-4
blaPDC-348	BETA-LACTAM	CEPHALOSPORIN	AMR	16	6.437595558059064e-4
blaVIM-20	BETA-LACTAM	CARBAPENEM	AMR	16	6.437595558059064e-4
dfrA33	TRIMETHOPRIM	TRIMETHOPRIM	AMR	16	6.437595558059064e-4
fusA1_A555E	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	16	6.437595558059064e-4
oprD_E185STOP	BETA-LACTAM	CARBAPENEM	AMR	16	6.437595558059064e-4
aac(6')-IIb	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	15	6.035245835680373e-4
ampD_H77Y	BETA-LACTAM	CEPHALOSPORIN	AMR	15	6.035245835680373e-4
blaDIM	BETA-LACTAM	CARBAPENEM	AMR	15	6.035245835680373e-4
blaGES-19	BETA-LACTAM	CEPHALOSPORIN	AMR	15	6.035245835680373e-4
blaPDC-141	BETA-LACTAM	CEPHALOSPORIN	AMR	15	6.035245835680373e-4
blaPDC-56	BETA-LACTAM	CEPHALOSPORIN	AMR	15	6.035245835680373e-4
fusA1_E100G	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	15	6.035245835680373e-4
fusA1_Q455R	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	15	6.035245835680373e-4
mexZ_V43A	BETA-LACTAM	CEPHALOSPORIN	AMR	15	6.035245835680373e-4
tbtR	EFFLUX	EFFLUX	STRESS	15	6.035245835680373e-4
blaPDC-122	BETA-LACTAM	CEPHALOSPORIN	AMR	14	5.632896113301681e-4
blaPDC-134	BETA-LACTAM	CEPHALOSPORIN	AMR	14	5.632896113301681e-4
blaPDC-213	BETA-LACTAM	CEPHALOSPORIN	AMR	14	5.632896113301681e-4
blaPDC-346	BETA-LACTAM	CEPHALOSPORIN	AMR	14	5.632896113301681e-4
blaPDC-53	BETA-LACTAM	CEPHALOSPORIN	AMR	14	5.632896113301681e-4
blaPDC-67	BETA-LACTAM	CEPHALOSPORIN	AMR	14	5.632896113301681e-4
catB8	PHENICOL	CHLORAMPHENICOL	AMR	14	5.632896113301681e-4
cmlA8	PHENICOL	CHLORAMPHENICOL	AMR	14	5.632896113301681e-4
dfrB10	TRIMETHOPRIM	TRIMETHOPRIM	AMR	14	5.632896113301681e-4
nfxB_T39P	QUINOLONE	QUINOLONE	AMR	14	5.632896113301681e-4
parE_E459D	QUINOLONE	QUINOLONE	AMR	14	5.632896113301681e-4
parE_S457T	QUINOLONE	QUINOLONE	AMR	14	5.632896113301681e-4
aac(3)-IIIa	AMINOGLYCOSIDE	GENTAMICIN	AMR	13	5.230546390922991e-4
armA	AMINOGLYCOSIDE	GENTAMICIN	AMR	13	5.230546390922991e-4
blaKPC-5	BETA-LACTAM	CARBAPENEM	AMR	13	5.230546390922991e-4
blaOXA-21	BETA-LACTAM	BETA-LACTAM	AMR	13	5.230546390922991e-4
blaOXA-226	BETA-LACTAM	CEPHALOSPORIN	AMR	13	5.230546390922991e-4
blaPAU-1	BETA-LACTAM	BETA-LACTAM	AMR	13	5.230546390922991e-4
blaPDC-172	BETA-LACTAM	CEPHALOSPORIN	AMR	13	5.230546390922991e-4
blaVIM-5	BETA-LACTAM	CARBAPENEM	AMR	13	5.230546390922991e-4
dfrA15	TRIMETHOPRIM	TRIMETHOPRIM	AMR	13	5.230546390922991e-4
fusA1_N592I	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	13	5.230546390922991e-4
mexR_Q49STOP	BETA-LACTAM	CARBAPENEM	AMR	13	5.230546390922991e-4
blaOXA-232	BETA-LACTAM	CARBAPENEM	AMR	12	4.8281966685442986e-4
blaPDC-123	BETA-LACTAM	CEPHALOSPORIN	AMR	12	4.8281966685442986e-4
blaPDC-285	BETA-LACTAM	CEPHALOSPORIN	AMR	12	4.8281966685442986e-4
blaPDC-443	BETA-LACTAM	CEPHALOSPORIN	AMR	12	4.8281966685442986e-4
blaPDC-51	BETA-LACTAM	CEPHALOSPORIN	AMR	12	4.8281966685442986e-4
cmlA10	PHENICOL	CHLORAMPHENICOL	AMR	12	4.8281966685442986e-4
cmlB1	PHENICOL	CHLORAMPHENICOL	AMR	12	4.8281966685442986e-4
mexT_G300S	PHENICOL/QUINOLONE/TRIMETHOPRIM	CHLORAMPHENICOL/QUINOLONE/TRIMETHOPRIM	AMR	12	4.8281966685442986e-4
mexZ_W167STOP	BETA-LACTAM	CARBAPENEM	AMR	12	4.8281966685442986e-4
oprD_L11P	BETA-LACTAM	CARBAPENEM	AMR	12	4.8281966685442986e-4
oprD_S251STOP	BETA-LACTAM	CARBAPENEM	AMR	12	4.8281966685442986e-4
pmrB_V9A	COLISTIN	COLISTIN	AMR	12	4.8281966685442986e-4
ampD_E108STOP	BETA-LACTAM	CARBAPENEM	AMR	11	4.425846946165607e-4
bla	BETA-LACTAM	BETA-LACTAM	AMR	11	4.425846946165607e-4
blaDHA	BETA-LACTAM	CEPHALOSPORIN	AMR	11	4.425846946165607e-4
blaGES-20	BETA-LACTAM	CARBAPENEM	AMR	11	4.425846946165607e-4
blaIMP-10	BETA-LACTAM	CARBAPENEM	AMR	11	4.425846946165607e-4
blaOXA-1027	BETA-LACTAM	BETA-LACTAM	AMR	11	4.425846946165607e-4
blaOXA-1133	BETA-LACTAM	BETA-LACTAM	AMR	11	4.425846946165607e-4
blaPDC-108	BETA-LACTAM	CEPHALOSPORIN	AMR	11	4.425846946165607e-4
blaPDC-201	BETA-LACTAM	CEPHALOSPORIN	AMR	11	4.425846946165607e-4
blaPDC-364	BETA-LACTAM	CEPHALOSPORIN	AMR	11	4.425846946165607e-4
blaVEB-14	BETA-LACTAM	CEPHALOSPORIN	AMR	11	4.425846946165607e-4
cmlA	PHENICOL	CHLORAMPHENICOL	AMR	11	4.425846946165607e-4
dfrA21	TRIMETHOPRIM	TRIMETHOPRIM	AMR	11	4.425846946165607e-4
fusA1_R371C	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	11	4.425846946165607e-4
mexZ_G46S	BETA-LACTAM	CEPHALOSPORIN	AMR	11	4.425846946165607e-4
oprD_Q164STOP	BETA-LACTAM	CARBAPENEM	AMR	11	4.425846946165607e-4
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	10	4.0234972237869157e-4
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	10	4.0234972237869157e-4
blaIMP-14	BETA-LACTAM	CARBAPENEM	AMR	10	4.0234972237869157e-4
blaIMP-45	BETA-LACTAM	CARBAPENEM	AMR	10	4.0234972237869157e-4
blaOXA-1129	BETA-LACTAM	BETA-LACTAM	AMR	10	4.0234972237869157e-4
blaPDC-52	BETA-LACTAM	CEPHALOSPORIN	AMR	10	4.0234972237869157e-4
blaPDC-537	BETA-LACTAM	CEPHALOSPORIN	AMR	10	4.0234972237869157e-4
blaVEB-5	BETA-LACTAM	CEPHALOSPORIN	AMR	10	4.0234972237869157e-4
catB11	PHENICOL	CHLORAMPHENICOL	AMR	10	4.0234972237869157e-4
ftsI_Y367C	BETA-LACTAM	CARBAPENEM	AMR	10	4.0234972237869157e-4
mexZ_Q95STOP	BETA-LACTAM	CARBAPENEM	AMR	10	4.0234972237869157e-4
mrdH	COPPER/NICKEL	COPPER/NICKEL	STRESS	10	4.0234972237869157e-4
oprD_E386STOP	BETA-LACTAM	CARBAPENEM	AMR	10	4.0234972237869157e-4
aac(3)-I	AMINOGLYCOSIDE	GENTAMICIN	AMR	9	3.621147501408224e-4
aac(3)-IIIc	AMINOGLYCOSIDE	GENTAMICIN	AMR	9	3.621147501408224e-4
aac(6')-31	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	9	3.621147501408224e-4
aac(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	9	3.621147501408224e-4
blaOXA-1021	BETA-LACTAM	BETA-LACTAM	AMR	9	3.621147501408224e-4
blaOXA-1023	BETA-LACTAM	BETA-LACTAM	AMR	9	3.621147501408224e-4
blaOXA-675	BETA-LACTAM	BETA-LACTAM	AMR	9	3.621147501408224e-4
blaPDC-139	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
blaPDC-147	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
blaPDC-309	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
blaVEB-2	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
dfrA10	TRIMETHOPRIM	TRIMETHOPRIM	AMR	9	3.621147501408224e-4
mexR_L57P	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
mexR_R70Q	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
mexZ_Q10STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	9	3.621147501408224e-4
aac(3)-IIIb	AMINOGLYCOSIDE	GENTAMICIN	AMR	8	3.218797779029532e-4
blaPDC-101	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
blaPDC-112	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
blaPDC-113	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
blaPDC-171	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
blaPDC-199	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
blaPDC-33	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
catA	PHENICOL	CHLORAMPHENICOL	AMR	8	3.218797779029532e-4
dacB_G437D	BETA-LACTAM	CEPHALOSPORIN	AMR	8	3.218797779029532e-4
dfrA42	TRIMETHOPRIM	TRIMETHOPRIM	AMR	8	3.218797779029532e-4
ftsI_F507L	BETA-LACTAM	CARBAPENEM	AMR	8	3.218797779029532e-4
mcr-5.1	COLISTIN	COLISTIN	AMR	8	3.218797779029532e-4
rmtC	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	8	3.218797779029532e-4
rmtD	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	8	3.218797779029532e-4
aac(6')-32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	7	2.816448056650841e-4
aadA21	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	7	2.816448056650841e-4
blaIMP	BETA-LACTAM	CARBAPENEM	AMR	7	2.816448056650841e-4
blaKPC-3	BETA-LACTAM	CARBAPENEM	AMR	7	2.816448056650841e-4
blaOXA-1087	BETA-LACTAM	BETA-LACTAM	AMR	7	2.816448056650841e-4
blaOXA-1188	BETA-LACTAM	BETA-LACTAM	AMR	7	2.816448056650841e-4
blaOXA-19	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaOXA-850	BETA-LACTAM	BETA-LACTAM	AMR	7	2.816448056650841e-4
blaPDC-105	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPDC-119	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPDC-125	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPDC-255	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPDC-361	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPDC-457	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPDC-462	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPME	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaPSE	BETA-LACTAM	BETA-LACTAM	AMR	7	2.816448056650841e-4
blaSHV-2A	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaVEB-16	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaVEB-22	BETA-LACTAM	CEPHALOSPORIN	AMR	7	2.816448056650841e-4
blaVIM-11	BETA-LACTAM	CARBAPENEM	AMR	7	2.816448056650841e-4
dfrA46	TRIMETHOPRIM	TRIMETHOPRIM	AMR	7	2.816448056650841e-4
nalD_Q114STOP	BETA-LACTAM	CARBAPENEM	AMR	7	2.816448056650841e-4
oprD_Y196STOP	BETA-LACTAM	CARBAPENEM	AMR	7	2.816448056650841e-4
tet(B)	TETRACYCLINE	TETRACYCLINE	AMR	7	2.816448056650841e-4
blaOXA-1136	BETA-LACTAM	BETA-LACTAM	AMR	6	2.4140983342721493e-4
blaOXA-210	BETA-LACTAM	BETA-LACTAM	AMR	6	2.4140983342721493e-4
blaPDC-137	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-162	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-17	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-19b	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-211	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-250	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-424	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-433	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaPDC-69	BETA-LACTAM	CEPHALOSPORIN	AMR	6	2.4140983342721493e-4
blaTEM-2	BETA-LACTAM	BETA-LACTAM	AMR	6	2.4140983342721493e-4
catA2	PHENICOL	CHLORAMPHENICOL	AMR	6	2.4140983342721493e-4
dfrA12	TRIMETHOPRIM	TRIMETHOPRIM	AMR	6	2.4140983342721493e-4
dfrA7	TRIMETHOPRIM	TRIMETHOPRIM	AMR	6	2.4140983342721493e-4
ftsI_V523A	BETA-LACTAM	CARBAPENEM	AMR	6	2.4140983342721493e-4
klaB	TELLURIUM	TELLURIUM	STRESS	6	2.4140983342721493e-4
klaC	TELLURIUM	TELLURIUM	STRESS	6	2.4140983342721493e-4
mexZ_Q103STOP	BETA-LACTAM	CARBAPENEM	AMR	6	2.4140983342721493e-4
oprD_S223P	BETA-LACTAM	CARBAPENEM	AMR	6	2.4140983342721493e-4
pmrB_L17Q	COLISTIN	COLISTIN	AMR	6	2.4140983342721493e-4
qacK	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	6	2.4140983342721493e-4
rmtE1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	6	2.4140983342721493e-4
aadA15	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	5	2.0117486118934578e-4
arr-4	RIFAMYCIN	RIFAMYCIN	AMR	5	2.0117486118934578e-4
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaGES-11	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaGES-7	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaIMP-44	BETA-LACTAM	CARBAPENEM	AMR	5	2.0117486118934578e-4
blaIMP-62	BETA-LACTAM	CARBAPENEM	AMR	5	2.0117486118934578e-4
blaIMP-94	BETA-LACTAM	CARBAPENEM	AMR	5	2.0117486118934578e-4
blaOXA-1124	BETA-LACTAM	BETA-LACTAM	AMR	5	2.0117486118934578e-4
blaOXA-415	BETA-LACTAM	BETA-LACTAM	AMR	5	2.0117486118934578e-4
blaOXA-46	BETA-LACTAM	BETA-LACTAM	AMR	5	2.0117486118934578e-4
blaPDC-116	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-151	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-161	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-197	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-266	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-302	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-394	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-402	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaPDC-42	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaVEB-11	BETA-LACTAM	CEPHALOSPORIN	AMR	5	2.0117486118934578e-4
blaVIM-24	BETA-LACTAM	CARBAPENEM	AMR	5	2.0117486118934578e-4
erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	AMR	5	2.0117486118934578e-4
fusA1_L438Q	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	5	2.0117486118934578e-4
mexR_Q31STOP	BETA-LACTAM	CARBAPENEM	AMR	5	2.0117486118934578e-4
nfxB_R42H	COLISTIN	COLISTIN	AMR	5	2.0117486118934578e-4
oprD_Q429STOP	BETA-LACTAM	CARBAPENEM	AMR	5	2.0117486118934578e-4
aac(3)-If	AMINOGLYCOSIDE	GENTAMICIN	AMR	4	1.609398889514766e-4
aacA32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	4	1.609398889514766e-4
ampD_E67STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaCAE-1	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaCAM-1	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaI	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaIMP-29	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
blaIMP-43	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
blaNDM	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
blaOXA-1020	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaOXA-1183	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaOXA-1199	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaOXA-56	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaPDC-138	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-184	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-192	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-221	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-264	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-303	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-469	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaPDC-95	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
blaR1	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaTEM-181	BETA-LACTAM	BETA-LACTAM	AMR	4	1.609398889514766e-4
blaVIM-37	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
cadD	CADMIUM	CADMIUM	STRESS	4	1.609398889514766e-4
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	AMR	4	1.609398889514766e-4
dfrA44	TRIMETHOPRIM	TRIMETHOPRIM	AMR	4	1.609398889514766e-4
erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	AMR	4	1.609398889514766e-4
ftsI_N427S	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
fusA1_G545D	AMINOGLYCOSIDE	TOBRAMYCIN	AMR	4	1.609398889514766e-4
iss	NA	NA	VIRULENCE	4	1.609398889514766e-4
mexR_Q94STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	4	1.609398889514766e-4
mexZ_Q69STOP	BETA-LACTAM	CARBAPENEM	AMR	4	1.609398889514766e-4
pmrB_D47del	COLISTIN	COLISTIN	AMR	4	1.609398889514766e-4
pmrB_R259H	COLISTIN	COLISTIN	AMR	4	1.609398889514766e-4
qnrD1	QUINOLONE	QUINOLONE	AMR	4	1.609398889514766e-4
rmtD1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	4	1.609398889514766e-4
tet(D)	TETRACYCLINE	TETRACYCLINE	AMR	4	1.609398889514766e-4
tet(Y)	TETRACYCLINE	TETRACYCLINE	AMR	4	1.609398889514766e-4
aacA34	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	3	1.2070491671360746e-4
aadA4	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	3	1.2070491671360746e-4
amgS_P381S	BETA-LACTAM	CARBAPENEM	AMR	3	1.2070491671360746e-4
aph(3')-I(H957)	AMINOGLYCOSIDE	KANAMYCIN	AMR	3	1.2070491671360746e-4
blaCARB-1	BETA-LACTAM	BETA-LACTAM	AMR	3	1.2070491671360746e-4
blaIMP-48	BETA-LACTAM	CARBAPENEM	AMR	3	1.2070491671360746e-4
blaNPS-1	BETA-LACTAM	BETA-LACTAM	AMR	3	1.2070491671360746e-4
blaOXA	BETA-LACTAM	CARBAPENEM	AMR	3	1.2070491671360746e-4
blaOXA-1126	BETA-LACTAM	BETA-LACTAM	AMR	3	1.2070491671360746e-4
blaOXA-1140	BETA-LACTAM	BETA-LACTAM	AMR	3	1.2070491671360746e-4
blaOXA-15	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaOXA-256	BETA-LACTAM	BETA-LACTAM	AMR	3	1.2070491671360746e-4
blaPDC-114	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-129	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-140	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-158	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-256	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-274	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-371	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-374	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-375	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-407	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-432	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaPDC-479	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
blaZ	BETA-LACTAM	BETA-LACTAM	AMR	3	1.2070491671360746e-4
dacB_I356A	BETA-LACTAM	CEPHALOSPORIN	AMR	3	1.2070491671360746e-4
ftsI_Q458R	BETA-LACTAM	CARBAPENEM	AMR	3	1.2070491671360746e-4
ftsI_V523M	BETA-LACTAM	CARBAPENEM	AMR	3	1.2070491671360746e-4
pmrB_M292T	COLISTIN	COLISTIN	AMR	3	1.2070491671360746e-4
qacH	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	3	1.2070491671360746e-4
qnrS1	QUINOLONE	QUINOLONE	AMR	3	1.2070491671360746e-4
qnrVC4	QUINOLONE	QUINOLONE	AMR	3	1.2070491671360746e-4
tet(X5)	TETRACYCLINE	TIGECYCLINE	AMR	3	1.2070491671360746e-4
